

TIME =   1.000e+00

Nodal Displacements

 Node          U1          U2          U3
  1.016e+03   2.132e+03   9.597e+02  -1.529e+03  -8.519e+02  -6.005e+02
Element    31
 -1.319e+03  -1.015e+03  -2.348e+02   1.373e+03   1.619e+02   8.270e+02
 -9.235e+02  -6.990e+02  -1.023e+02   8.938e+02   1.876e+01   5.631e+02
 -1.738e+02  -9.924e+01   1.487e+02  -1.405e+01  -2.541e+02   7.002e+01
  5.757e+02   5.004e+02   3.995e+02  -9.219e+02  -5.288e+02  -4.134e+02
  9.711e+02   8.167e+02   5.317e+02  -1.401e+03  -6.746e+02  -6.646e+02
Element    32
 -9.610e+02  -8.023e+02   3.702e+01   1.340e+03   1.541e+02   9.672e+02
 -5.930e+02  -5.466e+02   1.587e+02   9.036e+02   1.936e+01   6.622e+02
  1.048e+02  -6.185e+01   3.894e+02   7.658e+01  -2.372e+02   9.067e+01
  8.026e+02   4.231e+02   6.205e+02  -7.505e+02  -4.952e+02  -4.720e+02
  1.171e+03   6.789e+02   7.425e+02  -1.187e+03  -6.320e+02  -7.654e+02
Element    33
 -1.262e+03   3.491e+02   2.991e+02   6.767e+02   3.396e+02   9.132e+02
 -8.703e+02   2.021e+02   3.041e+02   4.331e+02   1.873e+02   6.170e+02
 -1.277e+02  -7.733e+01   3.120e+02  -2.883e+01  -9.943e+01   6.157e+01
  6.141e+02  -3.576e+02   3.179e+02  -4.907e+02  -3.835e+02  -4.859e+02
  1.005e+03  -5.058e+02   3.203e+02  -7.344e+02  -5.322e+02  -7.714e+02
Element    34
 -1.056e+03   4.721e+02   2.948e+02   7.558e+02   3.924e+02   9.165e+02
